EmployeeID,Age,Gender,MaritalStatus,City,Department,JobRole,Education,YearsAtCompany,YearsInCurrentRole,MonthlyIncome,BusinessTravel,DistanceFromHome_km,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,TrainingTimesLastYear,NumCompaniesWorked,HireDate,Attrition,PercentSalaryHike,StockOptionLevel,EnvironmentSatisfaction,RelationshipSatisfaction
EMP1336,49,Female,Married,Chennai,Marketing,Content Writer,PhD,26,20,70015,Travel Rarely,13,3,3,4,No,4,7,2012-01-26,Yes,20,3,4,2
EMP1337,51,Male,Divorced,Kolkata,Finance,Auditor,PhD,4,0,115005,No Travel,12,2,3,2,No,4,5,2021-07-06,No,23,2,1,2
EMP1338,45,Male,Divorced,Delhi,Sales,Business Development,High School,9,1,67333,Travel Frequently,7,3,1,2,No,2,5,2010-08-18,No,7,0,3,3
EMP1339,46,Female,Single,Kolkata,Product,Product Analyst,PhD,15,12,120345,No Travel,28,3,4,2,No,1,6,2023-08-02,Yes,15,0,4,4
EMP1340,32,Male,Divorced,Chennai,Operations,Operations Manager,Bachelor,0,0,75243,Travel Frequently,25,3,2,2,No,4,0,2016-12-05,No,8,1,4,2
EMP1341,50,Male,Divorced,Mumbai,HR,Recruiter,PhD,2,1,83423,No Travel,14,3,4,3,No,1,1,2023-08-12,No,8,1,2,2
EMP1342,41,Female,Married,Mumbai,Marketing,Content Writer,PhD,13,13,84516,No Travel,5,1,1,3,No,2,0,2011-04-28,No,11,1,4,3
EMP1343,29,Male,Single,Kolkata,Product,Scrum Master,Bachelor,4,2,65868,Travel Frequently,9,1,3,2,No,0,6,2020-06-04,No,19,0,4,3
EMP1344,56,Female,Divorced,Bangalore,Finance,Finance Manager,High School,5,0,103398,Travel Rarely,20,3,1,4,No,6,4,2022-01-21,No,24,2,4,3
EMP1345,54,Female,Single,Chennai,Sales,Account Manager,Master,9,5,53019,Travel Frequently,9,3,2,3,Yes,4,4,2021-12-24,No,19,2,2,4
EMP1346,51,Female,Married,Chennai,Sales,Account Manager,High School,19,2,69319,Travel Frequently,18,3,4,1,No,3,0,2012-12-31,No,19,0,3,4
EMP1347,33,Female,Single,Hyderabad,Sales,Sales Manager,Master,11,11,107066,No Travel,22,3,2,4,Yes,2,3,2012-10-19,No,20,2,1,3
EMP1348,34,Male,Single,Chennai,HR,HR Manager,Bachelor,10,1,63045,No Travel,20,3,3,3,No,5,4,2016-03-22,No,23,1,4,3
EMP1349,23,Female,Married,Hyderabad,Operations,Supply Chain Analyst,PhD,1,1,80895,Travel Rarely,14,3,3,3,No,2,8,2020-03-07,Yes,6,1,1,4
EMP1350,22,Male,Single,Bangalore,Product,Product Analyst,Master,0,0,75300,No Travel,30,4,2,4,No,0,1,2011-11-02,No,5,3,3,1
EMP1351,37,Female,Single,Pune,Sales,Business Development,PhD,3,0,77678,No Travel,20,3,2,4,Yes,4,0,2017-08-23,No,6,3,2,4
EMP1352,25,Male,Divorced,Kolkata,Marketing,Content Writer,PhD,3,1,50580,Travel Frequently,13,3,3,2,Yes,3,0,2023-09-13,No,19,3,3,3
EMP1353,23,Male,Divorced,Chennai,Marketing,SEO Analyst,Master,1,1,75736,Travel Rarely,29,3,1,2,No,1,7,2023-03-09,No,24,3,2,2
EMP1354,30,Female,Divorced,Mumbai,Engineering,Software Engineer,Master,4,2,99247,No Travel,16,2,4,4,No,1,8,2021-07-05,No,23,1,1,3
EMP1355,44,Female,Divorced,Chennai,Engineering,QA Engineer,Master,6,4,125902,Travel Rarely,23,3,3,3,No,4,6,2014-07-07,No,15,1,2,4
EMP1356,36,Female,Single,Delhi,Engineering,QA Engineer,Bachelor,14,13,59751,No Travel,11,2,3,3,No,6,5,2015-01-02,No,5,0,3,3
EMP1357,50,Female,Divorced,Bangalore,Finance,Finance Manager,Bachelor,6,1,93995,No Travel,6,2,2,1,No,5,2,2018-01-27,Yes,13,0,1,3
EMP1358,43,Female,Divorced,Hyderabad,Legal,Legal Counsel,High School,6,1,75524,No Travel,29,2,3,3,No,4,3,2015-05-22,No,11,3,3,2
EMP1359,24,Female,Single,Pune,Legal,Compliance Officer,High School,2,1,93588,Travel Frequently,28,2,3,2,Yes,1,1,2022-01-04,No,10,3,4,3
EMP1360,55,Male,Single,Bangalore,Sales,Sales Manager,Bachelor,14,7,60710,No Travel,30,4,3,3,No,5,6,2018-05-21,No,11,2,3,3
EMP1361,38,Female,Married,Delhi,Finance,Finance Manager,PhD,2,1,62982,Travel Rarely,14,2,1,3,No,2,5,2011-11-20,No,13,3,1,3
EMP1362,44,Male,Divorced,Bangalore,Operations,Operations Manager,Master,2,0,60814,Travel Frequently,12,4,4,3,Yes,0,5,2021-04-03,No,13,2,3,4
EMP1363,30,Male,Married,Pune,Operations,Supply Chain Analyst,Bachelor,8,6,92943,No Travel,19,2,4,3,No,6,3,2010-03-11,No,11,3,2,3
EMP1364,43,Male,Divorced,Kolkata,Product,Scrum Master,Bachelor,2,1,83640,Travel Frequently,12,3,3,4,No,0,0,2014-03-19,No,20,2,2,3
EMP1365,42,Female,Married,Bangalore,Legal,Paralegal,PhD,18,2,57487,Travel Frequently,30,4,2,2,No,4,6,2010-09-21,No,11,3,2,3
EMP1366,27,Male,Single,Mumbai,Product,Product Analyst,High School,1,1,68943,No Travel,10,3,1,4,Yes,3,5,2022-05-27,Yes,21,0,2,4
EMP1367,32,Female,Divorced,Pune,Legal,Legal Analyst,PhD,1,0,64264,Travel Frequently,10,4,4,2,Yes,1,4,2019-05-21,No,23,1,3,3
EMP1368,22,Male,Divorced,Hyderabad,Operations,Supply Chain Analyst,Master,0,0,68678,Travel Rarely,19,2,3,2,No,3,4,2018-12-15,No,17,1,3,2
EMP1369,46,Female,Divorced,Hyderabad,Legal,Legal Analyst,Bachelor,21,15,67740,Travel Rarely,18,1,4,3,Yes,5,8,2022-10-03,Yes,8,2,1,2
EMP1370,50,Female,Single,Delhi,Sales,Sales Manager,High School,5,0,64959,Travel Rarely,24,3,3,1,No,2,1,2021-05-08,Yes,9,2,3,3
EMP1371,27,Female,Single,Chennai,Product,Product Manager,PhD,4,1,107854,No Travel,6,4,2,4,Yes,0,0,2019-10-26,Yes,13,1,3,2
EMP1372,50,Male,Single,Kolkata,Engineering,DevOps Engineer,PhD,22,6,62747,No Travel,20,4,3,3,No,0,5,2021-09-23,No,12,1,1,3
EMP1373,34,Male,Married,Mumbai,Engineering,Data Analyst,Bachelor,10,9,104988,No Travel,14,4,3,2,No,0,8,2014-12-12,No,17,3,2,2
EMP1374,33,Male,Single,Bangalore,Sales,Business Development,PhD,0,0,73563,Travel Frequently,12,2,3,2,Yes,4,7,2017-02-03,Yes,8,1,2,1
EMP1375,30,Male,Divorced,Chennai,Sales,Sales Manager,High School,5,1,60499,No Travel,13,1,1,3,No,3,1,2017-02-17,No,14,1,3,4
EMP1376,30,Female,Single,Mumbai,Marketing,Marketing Manager,Master,5,5,74730,No Travel,24,1,4,2,No,3,8,2014-07-13,Yes,18,2,4,2
EMP1377,37,Male,Single,Kolkata,Sales,Business Development,PhD,6,0,81464,No Travel,15,2,4,3,No,1,0,2015-07-28,No,25,1,4,2
EMP1378,37,Female,Divorced,Bangalore,Finance,Accountant,Master,2,1,81197,No Travel,19,2,2,3,Yes,2,5,2020-06-23,No,17,3,2,3
EMP1379,52,Female,Married,Delhi,Legal,Compliance Officer,Master,0,0,104763,Travel Rarely,6,4,3,4,Yes,5,6,2019-08-03,No,22,3,1,2
EMP1380,31,Female,Married,Mumbai,Product,UX Designer,High School,3,3,61894,No Travel,12,3,3,3,No,5,1,2021-03-25,No,17,1,2,3
EMP1381,54,Female,Divorced,Pune,Operations,Logistics Coordinator,High School,22,22,70908,Travel Frequently,30,4,3,3,Yes,0,2,2018-04-05,No,13,3,4,2
EMP1382,22,Female,Married,Pune,HR,Recruiter,Master,0,0,81640,Travel Frequently,6,4,3,3,Yes,3,4,2018-08-15,No,18,0,2,3
EMP1383,39,Female,Divorced,Delhi,Sales,Account Manager,Master,6,5,103968,Travel Rarely,23,2,3,1,Yes,6,2,2018-12-05,No,10,2,2,2
EMP1384,54,Female,Married,Pune,Product,UX Designer,High School,30,27,69360,Travel Frequently,29,1,2,2,No,2,2,2022-09-20,No,7,2,1,2
EMP1385,23,Male,Divorced,Kolkata,Marketing,SEO Analyst,High School,0,0,73597,Travel Frequently,4,4,3,3,No,0,8,2012-04-05,Yes,13,3,3,2
EMP1386,45,Female,Single,Hyderabad,Legal,Paralegal,PhD,21,12,112969,Travel Frequently,28,3,3,4,Yes,2,2,2017-01-26,No,5,0,4,2
EMP1387,50,Female,Single,Kolkata,HR,HR Analyst,Master,19,14,77434,No Travel,1,1,3,3,No,2,7,2020-08-28,No,17,0,2,4
EMP1388,46,Male,Married,Kolkata,Product,Product Manager,PhD,9,2,104345,Travel Rarely,26,4,3,4,Yes,3,1,2013-03-18,No,20,1,2,2
EMP1389,49,Male,Divorced,Pune,Marketing,Marketing Manager,PhD,22,2,49189,Travel Frequently,4,2,2,4,No,5,5,2017-04-28,No,12,0,3,3
EMP1390,36,Female,Single,Kolkata,Legal,Legal Analyst,Master,3,3,72582,Travel Frequently,19,3,4,2,No,0,0,2016-07-11,Yes,14,0,3,2
EMP1391,42,Male,Married,Kolkata,Legal,Legal Analyst,Bachelor,11,7,107041,Travel Frequently,11,2,3,3,No,3,7,2012-10-31,No,9,2,2,3
EMP1392,41,Female,Single,Kolkata,Engineering,Data Analyst,Master,16,4,126842,Travel Frequently,23,3,3,4,Yes,2,3,2012-10-08,No,12,0,4,4
EMP1393,41,Female,Married,Pune,Product,Scrum Master,Bachelor,5,5,131370,Travel Frequently,17,3,2,3,No,0,6,2022-04-16,No,8,1,2,4
EMP1394,51,Male,Married,Pune,Engineering,Data Analyst,High School,20,4,70631,Travel Rarely,24,4,2,3,No,1,6,2013-01-31,No,10,0,1,4
EMP1395,29,Male,Divorced,Pune,Finance,Financial Analyst,PhD,5,5,91627,Travel Frequently,20,1,2,3,No,5,1,2013-05-02,No,19,3,2,3
EMP1396,29,Male,Divorced,Bangalore,Sales,Sales Executive,PhD,1,1,55159,Travel Frequently,9,2,3,4,No,3,6,2020-12-21,No,14,1,1,1
EMP1397,23,Male,Single,Pune,Finance,Auditor,High School,1,0,89298,Travel Frequently,26,1,4,3,No,6,2,2022-01-12,No,5,3,4,2
EMP1398,32,Male,Married,Hyderabad,Finance,Accountant,Master,1,1,89699,No Travel,1,2,4,2,Yes,5,7,2010-10-14,Yes,15,2,3,3
EMP1399,37,Female,Single,Chennai,Marketing,Marketing Manager,Master,1,1,57831,Travel Rarely,5,2,3,2,No,2,2,2016-09-21,No,17,3,1,2
EMP1400,56,Male,Married,Kolkata,Legal,Compliance Officer,Bachelor,6,2,60515,Travel Rarely,17,2,3,3,No,6,6,2016-01-16,No,5,1,1,2
EMP1401,26,Male,Married,Hyderabad,Marketing,Brand Manager,High School,2,0,82425,Travel Frequently,13,2,4,4,Yes,0,4,2018-02-20,No,23,3,1,2
EMP1402,28,Female,Divorced,Bangalore,Operations,Logistics Coordinator,Master,0,0,54378,Travel Frequently,13,3,4,4,No,6,8,2018-09-27,No,9,1,2,3
EMP1403,45,Female,Divorced,Pune,Operations,Operations Manager,Bachelor,22,9,85931,Travel Frequently,9,3,3,3,No,2,1,2023-08-27,No,14,3,4,4
EMP1404,37,Male,Married,Delhi,Marketing,Marketing Manager,High School,2,1,56582,No Travel,22,4,4,3,Yes,3,3,2011-04-16,Yes,5,3,3,3
EMP1405,50,Female,Married,Bangalore,HR,HR Manager,Master,5,0,76856,Travel Rarely,14,3,2,2,No,0,3,2021-09-28,No,22,0,2,3
EMP1406,22,Female,Single,Mumbai,Operations,Supply Chain Analyst,High School,0,0,56808,Travel Rarely,28,3,4,4,No,4,4,2016-11-02,No,16,0,1,4
EMP1407,44,Female,Single,Delhi,Finance,Auditor,PhD,0,0,60923,Travel Rarely,5,4,3,3,No,0,5,2021-01-13,No,18,1,3,2
EMP1408,32,Female,Divorced,Mumbai,Product,Scrum Master,High School,2,0,86503,Travel Frequently,13,3,2,4,Yes,1,3,2019-09-26,Yes,20,2,2,3
EMP1409,42,Male,Single,Pune,Product,UX Designer,Master,12,6,96930,Travel Frequently,25,4,2,4,No,0,0,2018-09-21,Yes,18,3,2,3
EMP1410,31,Male,Divorced,Pune,Legal,Compliance Officer,Bachelor,8,3,67959,Travel Frequently,16,4,2,4,No,1,2,2016-04-22,No,12,0,2,1
EMP1411,49,Female,Married,Hyderabad,HR,Recruiter,PhD,0,0,73976,Travel Rarely,11,3,3,3,No,1,1,2012-01-15,No,13,2,2,3
EMP1412,42,Male,Married,Delhi,Legal,Compliance Officer,Master,1,1,67632,Travel Rarely,14,2,3,3,No,0,1,2010-01-05,Yes,8,0,3,4
EMP1413,45,Male,Single,Chennai,Finance,Finance Manager,Bachelor,23,6,105146,Travel Frequently,5,3,2,3,No,0,7,2023-03-18,No,8,0,4,3
EMP1414,34,Female,Married,Delhi,Operations,Process Manager,High School,8,6,82980,No Travel,30,3,4,3,No,6,7,2010-12-25,Yes,18,0,2,2
EMP1415,24,Female,Divorced,Kolkata,Finance,Finance Manager,PhD,2,1,58393,Travel Frequently,15,3,4,3,No,1,4,2014-04-08,No,11,1,1,3
EMP1416,54,Male,Married,Hyderabad,Engineering,QA Engineer,Bachelor,22,8,108499,No Travel,18,3,3,2,Yes,0,4,2015-10-22,No,6,1,4,2
EMP1417,44,Female,Single,Pune,Marketing,Marketing Manager,High School,20,11,80520,No Travel,10,4,2,4,Yes,4,4,2018-04-12,No,10,2,4,3
EMP1418,38,Female,Married,Bangalore,Marketing,Brand Manager,PhD,6,0,92036,Travel Rarely,8,3,4,2,No,3,2,2014-12-13,No,19,1,4,2
EMP1419,40,Female,Single,Pune,Product,UX Designer,Bachelor,0,0,83435,Travel Frequently,30,2,2,3,No,3,1,2013-12-26,No,17,3,1,4
EMP1420,37,Male,Single,Bangalore,Engineering,DevOps Engineer,PhD,2,2,77700,Travel Rarely,28,4,2,4,No,2,2,2023-06-14,Yes,14,2,3,2
EMP1421,23,Female,Single,Mumbai,Operations,Operations Manager,Master,0,0,50846,Travel Frequently,14,3,1,4,Yes,1,6,2016-08-27,Yes,8,3,2,2
EMP1422,44,Female,Divorced,Bangalore,Marketing,SEO Analyst,PhD,2,0,81093,Travel Frequently,17,1,1,4,Yes,3,4,2012-08-27,No,24,2,2,2
EMP1423,38,Male,Single,Chennai,Product,Product Analyst,PhD,2,2,117135,Travel Rarely,27,2,3,2,No,3,2,2013-05-02,No,7,2,4,2
EMP1424,42,Female,Divorced,Chennai,Legal,Paralegal,PhD,15,7,83125,Travel Rarely,14,2,4,3,No,3,1,2019-04-15,No,23,3,3,4
EMP1425,37,Male,Married,Delhi,HR,HR Manager,Bachelor,11,8,43542,Travel Rarely,28,2,2,3,No,2,3,2010-05-21,No,11,1,1,2
EMP1426,23,Male,Single,Hyderabad,Finance,Auditor,High School,1,1,77793,No Travel,5,4,4,2,Yes,2,2,2012-05-18,No,20,1,3,3
EMP1427,48,Male,Married,Kolkata,Operations,Process Manager,PhD,23,21,63041,Travel Rarely,6,4,1,2,No,4,8,2010-04-19,No,13,2,3,3
EMP1428,27,Male,Divorced,Delhi,Finance,Finance Manager,PhD,4,2,78159,Travel Frequently,20,1,3,3,No,4,6,2012-10-22,No,17,1,1,3
EMP1429,39,Male,Married,Bangalore,Legal,Compliance Officer,Bachelor,3,0,62681,No Travel,7,1,2,4,No,0,4,2018-02-19,No,7,0,3,4
EMP1430,42,Female,Single,Pune,Engineering,Software Engineer,High School,2,1,123658,Travel Rarely,24,4,3,4,No,3,8,2010-03-11,No,8,1,1,4
EMP1431,40,Male,Divorced,Bangalore,Product,Product Manager,Master,5,3,72268,No Travel,21,4,2,3,Yes,5,5,2020-05-21,Yes,14,2,3,4
EMP1432,37,Female,Divorced,Kolkata,Engineering,QA Engineer,High School,6,3,127296,No Travel,25,3,3,2,No,1,7,2023-08-12,Yes,15,1,4,2
EMP1433,44,Female,Single,Mumbai,Operations,Logistics Coordinator,Master,2,1,49198,Travel Rarely,4,2,4,3,No,1,2,2020-05-02,No,19,2,3,3
EMP1434,27,Male,Divorced,Kolkata,Sales,Business Development,High School,5,1,74199,No Travel,26,3,3,4,No,5,4,2020-02-05,No,17,1,3,4
EMP1435,51,Female,Married,Bangalore,HR,Training Coordinator,PhD,21,10,48037,No Travel,30,4,2,3,Yes,0,5,2020-06-13,No,15,3,2,3
EMP1436,51,Female,Married,Delhi,Marketing,SEO Analyst,Bachelor,1,0,77252,No Travel,30,3,4,2,No,0,0,2020-07-16,Yes,18,2,2,2
EMP1437,39,Female,Married,Kolkata,Finance,Financial Analyst,Master,12,2,59698,No Travel,29,3,2,3,No,0,5,2020-02-16,No,18,3,3,3
EMP1438,44,Female,Single,Bangalore,Finance,Auditor,PhD,22,4,90187,Travel Rarely,11,2,3,4,No,1,5,2010-03-23,No,8,3,2,3
EMP1439,50,Male,Married,Bangalore,Product,UX Designer,Bachelor,20,18,129849,No Travel,13,2,3,3,No,4,5,2012-03-09,Yes,16,0,2,2
EMP1440,51,Female,Single,Chennai,Marketing,Brand Manager,Bachelor,13,8,69925,Travel Rarely,14,4,2,3,No,3,6,2017-11-25,No,14,3,3,3
EMP1441,28,Male,Divorced,Mumbai,Marketing,Marketing Manager,PhD,0,0,82939,No Travel,15,3,3,2,No,5,7,2023-10-28,No,22,3,2,4
EMP1442,51,Female,Divorced,Bangalore,Marketing,SEO Analyst,High School,13,6,96994,No Travel,10,2,2,3,No,2,0,2018-11-17,Yes,5,1,4,4
EMP1443,32,Male,Divorced,Delhi,Sales,Business Development,Bachelor,9,6,107586,Travel Rarely,14,3,3,3,Yes,4,8,2015-06-05,No,10,3,2,3
EMP1444,58,Male,Single,Chennai,Finance,Financial Analyst,High School,25,18,79061,Travel Rarely,21,2,1,2,Yes,0,0,2015-11-02,No,9,3,3,4
EMP1445,36,Male,Divorced,Hyderabad,Finance,Accountant,High School,4,0,66694,Travel Rarely,30,3,2,4,Yes,0,1,2015-07-03,No,8,1,2,4
EMP1446,53,Female,Married,Mumbai,Marketing,Marketing Manager,PhD,27,25,67260,No Travel,7,1,1,3,No,0,2,2014-08-31,No,14,0,4,3
EMP1447,43,Male,Divorced,Chennai,Engineering,Software Engineer,Bachelor,11,3,92405,Travel Rarely,1,3,2,1,Yes,4,1,2023-10-09,No,11,0,2,2
EMP1448,39,Male,Married,Bangalore,Finance,Finance Manager,Bachelor,15,8,67032,Travel Rarely,13,2,3,3,No,4,1,2012-01-24,No,23,2,2,2
EMP1449,50,Male,Married,Bangalore,Product,Scrum Master,High School,13,8,103581,Travel Rarely,29,3,3,3,No,2,6,2016-02-04,No,14,2,3,2
EMP1450,33,Female,Single,Delhi,Sales,Sales Manager,Master,5,1,64530,Travel Frequently,23,4,2,3,No,0,1,2014-10-29,No,17,2,3,3
EMP1451,26,Male,Married,Delhi,Marketing,SEO Analyst,High School,4,0,96160,Travel Rarely,16,4,2,3,Yes,3,2,2019-06-17,No,24,2,3,2
EMP1452,23,Male,Single,Delhi,Engineering,Data Analyst,High School,0,0,121491,Travel Frequently,21,1,3,4,No,2,4,2016-05-18,Yes,13,2,4,3
EMP1453,25,Male,Single,Kolkata,Sales,Sales Manager,High School,3,1,67590,No Travel,1,4,4,3,No,0,5,2020-03-12,No,18,1,2,2
EMP1454,25,Female,Divorced,Bangalore,Sales,Sales Executive,Bachelor,2,2,101279,Travel Rarely,13,1,2,4,No,6,1,2010-12-19,Yes,9,2,4,4
EMP1455,29,Male,Married,Chennai,Legal,Legal Analyst,Bachelor,3,1,92984,Travel Frequently,23,3,2,3,Yes,2,1,2020-12-28,No,7,3,1,1
EMP1456,46,Female,Divorced,Bangalore,HR,Training Coordinator,High School,6,1,67587,No Travel,23,3,4,3,No,2,5,2017-08-20,No,17,3,4,3
EMP1457,26,Male,Married,Bangalore,Legal,Compliance Officer,Master,2,0,83078,Travel Rarely,8,2,3,3,Yes,0,8,2016-11-21,No,19,2,2,4
EMP1458,49,Female,Single,Mumbai,Marketing,SEO Analyst,Bachelor,6,3,55793,No Travel,24,3,3,3,Yes,3,4,2021-04-06,No,21,3,3,2
EMP1459,29,Female,Married,Delhi,Engineering,DevOps Engineer,High School,3,1,67332,Travel Frequently,23,3,2,2,No,5,4,2010-10-20,No,20,1,2,2
EMP1460,22,Male,Married,Delhi,Operations,Logistics Coordinator,Bachelor,0,0,55124,Travel Frequently,6,4,2,3,No,0,7,2023-12-15,No,18,2,1,4
EMP1461,22,Male,Divorced,Chennai,Marketing,Content Writer,Bachelor,0,0,100343,No Travel,10,3,1,4,Yes,5,1,2023-01-30,Yes,14,2,3,3
EMP1462,38,Female,Single,Mumbai,Operations,Process Manager,High School,11,2,69355,Travel Rarely,20,3,3,3,No,6,3,2017-11-28,No,9,2,3,2
EMP1463,35,Male,Married,Pune,Legal,Paralegal,Master,11,5,61713,Travel Rarely,29,4,3,4,No,3,6,2018-06-22,No,13,2,2,3
EMP1464,49,Female,Divorced,Chennai,Sales,Sales Executive,Bachelor,25,9,76609,Travel Rarely,17,3,3,4,No,1,4,2017-10-13,No,7,2,1,1
EMP1465,25,Male,Single,Pune,Operations,Operations Manager,Master,3,1,61402,Travel Frequently,28,1,2,4,No,6,3,2019-08-27,No,18,0,2,1
EMP1466,46,Male,Divorced,Kolkata,Sales,Account Manager,Bachelor,13,4,73388,No Travel,26,3,2,4,No,2,6,2012-03-14,No,22,1,2,1
EMP1467,46,Female,Married,Delhi,Product,UX Designer,High School,13,8,68361,No Travel,15,4,3,3,No,3,6,2021-10-23,No,7,1,3,2
EMP1468,30,Female,Single,Hyderabad,HR,HR Analyst,High School,8,4,88035,Travel Frequently,28,2,3,4,No,6,1,2016-07-31,Yes,15,0,4,3
EMP1469,29,Female,Divorced,Mumbai,Sales,Sales Executive,High School,0,0,90810,Travel Frequently,5,3,2,3,No,6,3,2021-07-31,Yes,8,0,1,3
EMP1470,37,Male,Divorced,Mumbai,Marketing,Marketing Manager,PhD,6,6,53236,Travel Frequently,27,1,2,3,No,1,1,2010-07-21,No,18,1,3,2
EMP1471,54,Female,Married,Pune,HR,Recruiter,High School,23,14,78101,Travel Rarely,9,3,4,3,No,5,6,2014-06-30,No,9,0,2,2
EMP1472,41,Male,Single,Mumbai,Legal,Legal Counsel,Bachelor,1,1,97286,Travel Frequently,9,3,2,4,No,3,8,2023-11-27,No,17,0,2,2
EMP1473,30,Male,Divorced,Pune,Sales,Sales Manager,Master,4,1,95613,Travel Frequently,22,4,3,2,No,4,5,2016-10-17,No,23,2,3,4
EMP1474,23,Male,Single,Bangalore,Marketing,Marketing Manager,PhD,0,0,60204,No Travel,26,2,2,3,No,5,0,2012-05-20,No,24,2,2,4
EMP1475,45,Male,Single,Mumbai,Marketing,Brand Manager,PhD,19,14,81942,Travel Frequently,18,3,3,3,No,4,4,2010-08-30,No,12,1,3,3
EMP1476,23,Female,Single,Kolkata,HR,HR Manager,Bachelor,0,0,53495,Travel Frequently,22,3,3,3,Yes,1,5,2013-02-25,No,16,1,4,3
EMP1477,58,Female,Married,Delhi,Legal,Legal Counsel,Master,2,0,64140,No Travel,27,2,3,2,No,1,4,2021-08-08,No,7,1,4,4
EMP1478,25,Male,Divorced,Kolkata,Operations,Process Manager,Master,0,0,75804,No Travel,5,3,2,1,No,0,7,2015-11-25,No,7,0,2,1
EMP1479,57,Male,Single,Hyderabad,Legal,Legal Counsel,High School,15,6,116582,Travel Frequently,10,3,2,2,No,3,6,2016-01-26,No,5,3,1,4
EMP1480,49,Male,Single,Chennai,Finance,Auditor,High School,17,7,63196,Travel Rarely,8,4,3,3,No,0,8,2019-10-28,Yes,23,0,4,1
EMP1481,26,Female,Married,Pune,HR,HR Manager,High School,0,0,49685,No Travel,20,3,4,3,No,1,4,2014-01-19,No,22,1,3,3
EMP1482,50,Male,Single,Mumbai,Sales,Account Manager,PhD,22,22,67836,Travel Frequently,18,3,3,3,Yes,5,7,2018-03-25,No,13,0,2,2
EMP1483,57,Male,Married,Mumbai,HR,HR Analyst,PhD,6,2,49488,No Travel,16,3,4,2,No,0,0,2013-03-08,Yes,13,3,3,4
EMP1484,24,Female,Married,Kolkata,Legal,Legal Analyst,Bachelor,0,0,69166,Travel Rarely,30,3,1,3,No,0,6,2014-02-19,No,18,0,4,3
EMP1485,49,Female,Single,Bangalore,Operations,Process Manager,Master,18,10,82899,Travel Frequently,9,3,4,4,Yes,0,6,2021-08-21,No,6,2,3,3
EMP1486,41,Male,Married,Hyderabad,Engineering,Software Engineer,High School,18,8,104432,Travel Frequently,16,1,1,3,Yes,2,8,2015-12-07,No,15,0,3,2
EMP1487,53,Female,Divorced,Mumbai,Operations,Logistics Coordinator,High School,4,4,57325,Travel Frequently,17,1,2,3,Yes,5,3,2013-11-30,Yes,6,2,4,1
EMP1488,37,Female,Single,Pune,Sales,Sales Executive,PhD,11,4,56687,No Travel,22,2,2,3,No,6,0,2021-05-15,No,15,2,2,3
EMP1489,40,Female,Single,Delhi,Sales,Sales Manager,High School,0,0,59634,Travel Rarely,17,3,2,2,Yes,2,1,2011-01-01,No,7,1,3,4
EMP1490,55,Male,Married,Bangalore,Legal,Legal Counsel,PhD,25,10,59291,Travel Frequently,11,2,2,3,No,1,1,2020-08-05,No,12,3,3,4
EMP1491,44,Male,Married,Pune,Sales,Sales Executive,Bachelor,17,8,79525,Travel Rarely,5,3,3,3,No,6,5,2018-02-15,No,15,0,1,3
EMP1492,34,Male,Married,Hyderabad,Finance,Auditor,Bachelor,2,0,109287,No Travel,5,4,3,3,No,0,8,2010-05-08,Yes,21,3,4,3
EMP1493,40,Female,Divorced,Delhi,Legal,Compliance Officer,PhD,3,2,77555,Travel Rarely,15,4,1,3,No,2,2,2017-07-20,No,10,0,2,1
EMP1494,46,Female,Married,Mumbai,Sales,Sales Manager,PhD,10,5,75662,No Travel,19,4,2,3,No,0,2,2021-05-30,No,6,1,3,2
EMP1495,44,Male,Single,Pune,Sales,Sales Executive,Master,9,2,59938,No Travel,25,4,2,3,No,4,3,2016-06-16,No,22,1,1,4
EMP1496,53,Female,Single,Pune,HR,HR Manager,High School,26,14,84190,Travel Rarely,15,3,3,4,No,6,7,2018-04-16,No,13,0,4,4
EMP1497,27,Female,Single,Delhi,Marketing,SEO Analyst,High School,5,5,90756,Travel Frequently,3,2,3,3,No,6,5,2011-09-02,No,11,0,4,3
EMP1498,46,Male,Divorced,Kolkata,HR,Recruiter,Bachelor,7,0,76798,Travel Rarely,29,2,3,3,Yes,5,1,2015-12-14,No,20,1,3,1
EMP1499,37,Female,Divorced,Delhi,Operations,Process Manager,Master,11,1,70680,No Travel,13,4,3,4,No,5,1,2014-01-15,No,14,3,4,2
EMP1500,33,Female,Divorced,Bangalore,Legal,Legal Counsel,High School,7,4,117204,Travel Rarely,16,2,4,3,No,6,8,2012-07-19,No,11,3,1,4
